id,text,label,text_id_su,text_su_id,text_id_ja,text_ja_id,text_id_en,text_en_id,text_MS_id_en,text_MS_en_id,verdict_id,verdict_su,verdict_ja,verdict_en,verdict_MS_en
431,"Pelayanan sih memang cepat tapi masakannya asal asalan saja, asal jadi asal matang saja, pesan udang saos tiram, sama saja dengan masakan kepiting saos padang, tang untuk kepiting tidak diberikan jika tidak diminta.",negative,"Pelayanan memang gancang tapi kadaharan ngan acak-acakan, ngan asak saacan asak, mesen udang saos tiram, sarua jeung keuyeup sambel Padang, keuyeup tong teu dibikeun kecuali ditanya.","Pelayanannya cepat tapi makanannya asal jadi, cuma dimasak sampai matang saja, pesan udang saus tiram, sama saja dengan kepiting saus Padang, kepiting tidak dikasih kecuali diminta.","Pelayanane pancen cepet nanging panganane mung acak-acakan, mung digodhog anggere wis mateng, pesen udang karo sambal tiram, padha karo kepiting sambel Padang, kepiting ora diparingi kejaba ditakoni.","Pelayanannya cepat banget tapi makanannya asal saja, cuma direbus sampai matang, pesan udang saus tiram, sama kepiting sambal Padang, kepiting tidak dikasih kalau tidak diminta.","The service is indeed fast but the food is just random, just cooked as long as it is cooked, order shrimp with oyster sauce, it is the same as crab with Padang sauce, crab tongs are not given unless asked.","Pelayanannya memang cepat tapi makanannya asal masak aja asalan, pesan udang saos tiram, sama aja sama kepiting saos padang, capit kepiting tidak dikasih kecuali diminta.","The service is indeed fast but the cooking is just a matter of taste, as long as it is cooked as long as it is cooked, order shrimp with oyster sauce, the same as crab sauce Padang dish, tongs for crab are not given if not asked.","Pelayanannya memang cepat tapi masakannya hanya soal selera, asalkan dimasak asalkan sudah matang, pesan udang dengan saus tiram, sama dengan saus kepiting Hidangan Padang, penjepit untuk kepiting tidak diberikan jika tidak diminta.",,1,1,1,2
433,"Waktu pertama buka lumayan. Tetapi makin ke sini kualitasnya menurun. Minya kurang rasa, juga kuahnya.",negative,"Nalika mimiti dibuka, éta rada alus. Tapi kana waktosna, kualitasna parantos turun. Mie kurang rasa, kitu ogé kaldu.","Saat pertama kali dibuka, rasanya cukup enak. Namun seiring berjalannya waktu, kualitasnya menurun. Mienya kurang berasa, begitu pula kuahnya.","Nalika pisanan dibukak, iku cukup apik. Nanging liwat wektu, kualitas wis mudhun. Mie ora duwe rasa, lan uga duduh kaldu.","Saat pertama kali dibuka, rasanya cukup enak. Namun seiring berjalannya waktu, kualitasnya menurun. Mienya tidak berasa, begitu pula kuahnya.","When it first opened, it was quite good. But over time, the quality has declined. The noodles lack flavor, and so does the broth.","Saat pertama kali dibuka, rasanya cukup enak. Namun seiring berjalannya waktu, kualitasnya menurun. Mienya kurang berasa, begitu pula kuahnya.","The first time it opened was not bad. But the more here the quality is decreasing. The noodles lack taste, and so does the gravy.","Pertama kali dibuka lumayan. Tapi semakin banyak di sini kualitasnya menurun. Mie kurang rasa, begitu juga sausnya.",,1,1,1,1
436,Ibu pernah bekerja di grab indonesia,neutral,Ema pernah gawe di Grab Indonesia,Ibu dulu bekerja di Grab Indonesia,Ibu biyen kerja ing Grab Indonesia,Ibu saya dulu bekerja di Grab Indonesia,Mother used to work at Grab Indonesia,Ibu dulu bekerja di Grab Indonesia,My mother used to work at grab indonesia,Ibu saya dulu bekerja di grab indonesia,,1,1,1,1
437,Transaksi beli pulsa PLN pra bayar melalui mandiri mobile menjadi tidak efisien karena harus telepon 14000 untuk dapat tidak tokennya / tidak otomatis.,negative,Transaksi meuli pulsa PLN prabayar via Mandiri Mobile teu efisien sabab kudu nelepon 14000 pikeun meunangkeun token/teu otomatis.,Transaksi pembelian pulsa PLN prabayar melalui Mandiri Mobile kurang efisien karena harus telpon ke nomor 14000 untuk mendapatkan tokennya/tidak otomatis.,Transaksi tuku kredit PLN prabayar liwat Mandiri Mobile ora efisien amarga kudu nelpon 14000 kanggo njaluk token / ora otomatis.,Transaksi pembelian pulsa PLN prabayar melalui Mandiri Mobile tidak efisien karena harus telpon ke 14000 untuk request token/tidak otomatis.,Transactions to buy prepaid PLN credit via Mandiri Mobile are inefficient because you have to call 14000 to get the token / it is not automatic.,Transaksi pembelian pulsa PLN prabayar via Mandiri Mobile kurang efisien karena harus telpon ke nomor 14000 untuk mendapatkan tokennya / tidak otomatis.,The transaction of buying prepaid PLN credit through Mandiri Mobile becomes inefficient because you have to call 14000 to be able to get the token or not automatically.,Transaksi pembelian pulsa PLN prabayar melalui Mandiri Mobile menjadi tidak efisien karena harus menelepon 14000 untuk bisa mendapatkan token atau tidak secara otomatis.,,2,2,2,2
438,"Rcti terlalu banyak iklan tidak jelas, sangat menggangu",negative,"RCTI seueur teuing iklan anu teu jelas, ngaganggu pisan","RCTI banyak iklannya yang gak jelas, ganggu banget","RCTI akeh banget iklan sing ora jelas, ngganggu banget","RCTI banyak iklannya yang gak jelas, ganggu banget","RCTI has too many unclear ads, very annoying","RCTI banyak iklannya yang gak jelas, ganggu banget","Rcti too many ads are not clear, very disturbing","Rcti terlalu banyak iklan yang tidak jelas, sangat mengganggu",,1,1,1,2
441,Sesuai namanya creative space kafe sehingga banyak karya seni yang bisa dinikmati di dalamnya dan beberapa patung di bawah. Sedangkan di atas ada kafe dengan desain yang menarik dan cocok dikunjungi di sore hari. Tempatnya yang berada di lokasi tinggi membuat tempat ini punya pemandangan yang bagus.,positive,Sakumaha ngaranna ngakibatkeun kreatif spasi cafe sahingga loba karya seni bisa ngarasakeun di dinya sarta sababaraha arca di handap. Sedengkeun di luhur aya cafe kalawan desain anu menarik sarta cocog pikeun didatangan dina soré. Lokasina di lokasi anu luhur ngajadikeun tempat ieu gaduh pandangan anu saé.,"Sesuai namanya, kafe ini menawarkan banyak karya seni dan beberapa patung di bawahnya. Sementara di atasnya, terdapat kafe dengan desain yang menarik dan cocok untuk dikunjungi di sore hari. Letaknya yang berada di dataran tinggi membuat tempat ini memiliki pemandangan yang indah.",Kaya jenenge cafe ruang kreatif saengga akeh karya seni sing bisa dinikmati lan sawetara patung ing ngisor iki. Wondene ing nginggil wonten warung kanthi desain ingkang menarik lan cocok kangge dolan ing wayah sore. Lokasine ing panggonan sing dhuwur ndadekake papan iki apik.,"Sesuai dengan namanya, kafe ini merupakan ruang kreatif, sehingga terdapat banyak karya seni yang dapat Anda nikmati dan beberapa patung di bawahnya. Di lantai atas terdapat kafe dengan desain yang menarik dan cocok untuk dikunjungi di malam hari. Letaknya yang berada di tempat yang tinggi membuat tempat ini cocok untuk dikunjungi.",As the name implies creative space cafe so that many works of art can be enjoyed in it and some statues below. While above there is a cafe with an interesting design and suitable to visit in the afternoon. Its location in a high location makes this place have a good view.,"Sesuai namanya, kafe ini memiliki ruang kreatif sehingga banyak karya seni yang dapat dinikmati di dalamnya dan beberapa patung di bawahnya. Sementara di atasnya terdapat kafe dengan desain yang menarik dan cocok untuk dikunjungi di sore hari. Letaknya yang berada di tempat yang tinggi membuat tempat ini memiliki pemandangan yang bagus.","As the name implies, the café is a creative space so that many works of art can be enjoyed in it and some sculptures below. While above there is a café with an attractive design and suitable to visit in the afternoon. The place is located in a high location makes this place have a good view.","Sesuai dengan namanya, kafe ini merupakan ruang kreatif sehingga banyak karya seni yang dapat dinikmati di dalamnya dan beberapa patung di bawahnya. Sedangkan di atas terdapat kafe dengan desain yang menarik dan cocok untuk dikunjungi pada sore hari. Tempat yang terletak di lokasi yang tinggi membuat tempat ini memiliki pemandangan yang bagus.",,1,1,2,2
444,Saya mampir ke restoran ini untuk makan malam karena kebetulan lewat dalam perjalanan menuju hotel saya menginap dan karena sudah kelaperan dan saya dan teman akhirnya memilih untuk mampir di restoran ini. Rasa makanannya biasa saja bahkan kami diharuskan membayar terlebih dahulu meskipun kami belum selesai makan hanya karena jam sudah mendekati waktu tutup.,negative,"Kuring lirén di réstoran ieu kanggo tuangeun kusabab kuring ngaliwat dina jalan ka hotél sareng kusabab kuring lapar, kuring sareng réréncangan mutuskeun pikeun mampir ka réstoran ieu. Rarasaan kadaharan anu sakitu-kituna, malah diwajibkeun mayar heula sanajan can bérés dahar ngan geus deukeut waktu tutup.","Saya mampir ke restoran ini untuk makan malam karena kebetulan saya sedang lewat di jalan menuju hotel dan karena lapar, saya dan teman saya memutuskan untuk mampir ke restoran ini. Rasa makanannya sangat enak, bahkan jika Anda diminta untuk membayar terlebih dahulu meskipun belum selesai makan, karena sudah dekat dengan waktu tutup.","Aku mampir ing restoran iki kanggo nedha bengi amarga aku liwat ing dalan menyang hotel lan amarga aku luwe, aku lan kancaku mutusaké kanggo mampir ing restaurant iki. Rasane panganan sing kaya-kaya, malah diwajibake mbayar dhisik senajan durung rampung mangan amarga wis cedhak wektu tutup.","Saya mampir ke restoran ini untuk makan malam karena kebetulan saya sedang lewat di jalan menuju hotel dan karena saya lapar, saya dan teman saya memutuskan untuk mampir ke restoran ini. Rasa makanannya sangat lezat sehingga Anda bahkan harus membayar terlebih dahulu meskipun Anda belum menghabiskan makanan Anda karena sudah mendekati waktu tutup.","I stopped by this restaurant for dinner because I happened to pass by on my way to my hotel and because I was hungry, my friend and I finally decided to stop by this restaurant. The taste of the food was so-so, we were even required to pay first even though we hadn't finished eating just because it was close to closing time.","Saya mampir ke restoran ini untuk makan malam karena kebetulan lewat dalam perjalanan menuju hotel dan karena lapar, akhirnya saya dan teman saya memutuskan untuk mampir ke restoran ini. Rasa makanannya biasa saja, bahkan kami diminta untuk membayar terlebih dahulu meskipun kami belum selesai makan hanya karena sudah mendekati waktu tutup.",I stopped by this restaurant for dinner because I happened to pass by on the way to the hotel I was staying at and because I was hungry and my friend and I finally chose to stop by this restaurant. The food tasted mediocre and we were even required to pay in advance even though we hadn't finished eating just because the closing time was approaching.,Saya mampir ke restoran ini untuk makan malam karena saya kebetulan lewat dalam perjalanan ke hotel tempat saya menginap dan karena saya lapar dan teman saya dan akhirnya memilih untuk mampir ke restoran ini. Makanannya terasa biasa-biasa saja dan kami bahkan diharuskan membayar di muka meskipun kami belum selesai makan hanya karena waktu tutup semakin dekat.,,2,2,2,2
448,"Padahal baru jam 4 sore di hari kamis. Saya dan teman saya mau coffe break. Saya lupa kami pesan minuman apa waktu itu, hanya yang saya ingat adalah pada saat pilih menu a, dibilang dengan pelayannya sudah habis. Lalu kami pilih menu b,. Eh sudah habis juga. Akhirnya terpaksa memilih menu lain. Cukup menyebalkan.",negative,"Padahal éta ngan 4 pm dinten Kemis. Abdi sareng rerencangan hoyong ngopi. Kuring poho inuman naon urang maréntahkeun dina wayah éta, kabéh Abdi émut éta nalika urang milih menu a, ceuk palayan ieu dijual kaluar. Teras urang milih menu b. Oh, éta ogé dijual kaluar. Tungtungna, urang kapaksa milih menu sejen. Rada bangor.","Padahal hari Kamis baru jam 4 sore. Aku dan temanku ingin minum. Aku lupa minuman apa yang kami pesan waktu itu, yang kuingat waktu kami pilih menu, pelayan bilang sudah habis. Terus kami pilih menu B. Oh, ternyata juga sudah habis. Akhirnya kami harus pilih menu lain. Agak menyebalkan.","Padahal dina Kemis mung jam 4 sore. Aku lan kancaku kepingin ngopi. Aku kelalen apa ombenan kita dhawuh ing wektu sing, kabeh aku elinga nalika kita milih menu a, waiter ngandika wis didol metu. Banjur kita milih menu b. Oh, iku uga sold out. Akhire, kita dipeksa kanggo milih menu liyane. Cukup ngganggu.","Padahal hari Kamis baru jam 4 sore. Aku dan temanku ingin minum. Aku lupa minuman apa saja yang kami pesan waktu itu, yang kuingat waktu kami memilih menu, pelayannya bilang sudah habis. Terus kami pilih menu B. Oh, ternyata sudah habis juga. Akhirnya kami terpaksa memilih menu lain. Agak menyebalkan juga.","Even though it was only 4 pm on Thursday. My friend and I wanted to have a coffee break. I forgot what drinks we ordered at that time, all I remember was when we chose menu a, the waiter said it was sold out. Then we chose menu b. Oh, it was also sold out. Finally, we were forced to choose another menu. Quite annoying.","Padahal hari Kamis baru jam 4 sore. Saya dan teman saya ingin rehat sejenak untuk minum kopi. Saya lupa minuman apa saja yang kami pesan waktu itu, yang saya ingat waktu kami pilih menu A, pelayannya bilang sudah habis. Terus kami pilih menu B. Oh, ternyata juga sudah habis. Akhirnya kami terpaksa pilih menu lain. Agak menyebalkan juga.","Even though it was only 4 pm on Thursday. My friend and I want a coffee break. I forgot what drink we ordered at that time, the only thing I remember was when I chose menu a, it was said that the waiter had run out. Then we select menu b,. Eh it's all over too. Finally, he was forced to choose another menu. Pretty annoying.","Padahal baru jam 4 sore pada hari Kamis. Teman saya dan saya ingin istirahat kopi. Saya lupa minuman apa yang kami pesan saat itu, satu-satunya hal yang saya ingat adalah ketika saya memilih menu a, dikatakan bahwa pelayan sudah habis. Kemudian kita pilih menu b,. Eh semuanya sudah berakhir juga. Akhirnya, dia terpaksa memilih menu lain. Cukup menjengkelkan.",,1,1,2,2
449,"Makannya lumayan, tapi ada pelayan yang agak jorok saja jadi kurang nyaman. Untuk makanan agak cepat ya agar tidak kelaparan konsumen. Masih banyak yang harus ditingkatkan.",negative,"Dahareun lumayan, tapi aya pelayan anu rada kotor jadi teu nyaman. Pikeun tuangeunana rada gancang supados konsumen henteu kalaparan. Masih seueur hal anu kedah dironjatkeun.","Makanannya enak, tetapi ada pelayan yang agak jorok sehingga kurang nyaman. Sebaiknya cepat-cepat dimakan agar konsumen tidak kelaparan. Masih banyak yang perlu diperbaiki.","Panganan lumayan enak, nanging ana pelayan sing rada reged dadi ora kepenak. Kanggo panganan, rada cepet supaya konsumen ora keluwen. Isih akeh sing kudu didandani.","Makanannya lumayan enak, tapi pelayannya agak jorok jadinya kurang nyaman. Untuk makanan, penyajiannya agak cepat supaya konsumen tidak kelaparan. Masih banyak yang harus diperbaiki.","The food is quite good, but there are waiters who are a bit dirty so it's not comfortable. For food, it's a bit fast so that consumers don't get hungry. There are still many things that need to be improved.","Makanannya cukup enak, tetapi ada beberapa pelayan yang agak jorok sehingga kurang nyaman. Untuk makanan, penyajiannya agak cepat agar konsumen tidak cepat lapar. Masih banyak yang perlu ditingkatkan.","The food was good, but there were a few waiters who were a little uncomfortable. For food, it's a bit fast, so that consumers don't starve. There is still a lot to improve.","Makanannya enak, tetapi ada beberapa pelayan yang sedikit tidak nyaman. Untuk makanan, agak cepat, sehingga konsumen tidak kelaparan. Masih banyak yang harus ditingkatkan.",,2,2,2,2
450,"Di tengah proses hukum, warga tamansari bandung hadapi tekanan penggusuran",negative,"Di tengah-tengah prosés hukum, warga Tamansari Bandung nyanghareupan tekanan panggusur","Di tengah proses hukum, warga Tamansari Bandung hadapi tekanan penggusuran","Ing tengah-tengah proses hukum, warga Tamansari Bandung ngadhepi tekanan penggusuran","Di tengah proses hukum, warga Tamansari Bandung hadapi tekanan penggusuran","In the midst of the legal process, Tamansari Bandung residents face the pressure of eviction","Di tengah proses hukum, warga Tamansari Bandung hadapi tekanan penggusuran","In the midst of legal proceedings, residents of Tamansari Bandung face eviction pressure","Di tengah proses hukum, warga Tamansari Bandung menghadapi tekanan penggusuran",1,2,2,2,2
451,"Pengalaman yang cukup seru, makan tanpa alas piring, tapi hanya dengan alas daun, makin nikmat. Makanan sunda yang sangat bervariatif dan cukup enak. Tipsnya: Jangan terbawa emosi dan kalap memesan dan memilih semua makanan yang disediakan biasanya kalap kalau sudah melihat makanan macam-macam begitu. Pilih seperlunya.",positive,"pangalaman rada seru, dahar tanpa mat piring, tapi ngan ku mat daun, malah leuwih nikmat. Kadaharan Sunda anu rupa-rupa pisan jeung cukup nikmat. Tip: Entong kabawa ku émosi sareng edan mesen sareng milih sadaya tuangeun anu disayogikeun, biasana anjeun gélo nalika ningali seueur tuangeun anu béda. Milih sakumaha diperlukeun.","cukup seru, makan tanpa alas piring, tapi hanya dengan alas daun, makin nikmat. Makanan khas sunda sangat beragam dan cukup lezat. Tips: Jangan sampai terbawa emosi dan jadi gila memesan dan memilih semua makanan yang disajikan, biasanya Anda akan jadi gila jika melihat begitu banyak hidangan yang berbeda. Pilihlah sesuai kebutuhan.","Pengalaman sing cukup nyenengake, mangan tanpa alas, nanging mung nganggo godhong godhong, luwih enak. Panganan Sundha sing maneka warna lan cukup enak. Tips: Aja kebawa emosi lan edan pesen lan milih kabeh panganan sing kasedhiya, biasane sampeyan bakal edan yen ndeleng macem-macem panganan. Pilih yen perlu.","Pengalaman yang cukup menyenangkan, makan tanpa alas kaki, tetapi hanya dengan daunnya saja, rasanya lebih enak. Makanan khas Sunda bervariasi dan cukup lezat. Tips: Jangan sampai terlena dan tergila-gila memesan dan memilih semua makanan yang tersedia, biasanya Anda akan tergila-gila melihat berbagai macam makanan. Pilihlah jika perlu.","Quite an exciting experience, eating without a plate mat, but only with a leaf mat, is even more delicious. Sundanese food that is very varied and quite delicious. Tips: Don't get carried away by emotions and go crazy ordering and choosing all the food provided, usually you go crazy when you see so many different foods. Choose as needed.","Pengalaman yang cukup mengasyikkan, makan tanpa alas piring, tetapi hanya dengan alas daun, terasa lebih nikmat. Makanan khas Sunda yang sangat bervariasi dan cukup lezat. Tips: Jangan terbawa emosi dan menjadi gila memesan dan memilih semua makanan yang disediakan, biasanya Anda akan menjadi gila ketika melihat begitu banyak makanan yang berbeda. Pilihlah sesuai kebutuhan.","It's quite an exciting experience, eating without a base, but only with a base, even more delicious. Sundanese food is very varied and quite delicious. Tip: Don't get carried away by emotions and be tempted to order and choose all the food provided, usually you will be disappointed if you have seen such a variety of food. Select as necessary.","Ini adalah pengalaman yang cukup mengasyikkan, makan tanpa alas, tetapi hanya dengan alas, bahkan lebih lezat. Makanan Sunda sangat bervariasi dan cukup lezat. Tip: Jangan terbawa emosi dan tergoda untuk memesan dan memilih semua makanan yang disediakan, biasanya Anda akan kecewa jika Anda pernah melihat makanan yang begitu beragam. Pilih sesuai kebutuhan.",,1,1,1,1
454,Karyawan malas untuk apa kasih cuti. Bisnis lagi jelek malah mau foya foya. Mikir dong!,negative,"Naha méré cuti karyawan puguh? Nalika bisnis goréng, aranjeunna hoyong splurge. Pikirkeun deui!","Mengapa memberikan cuti kepada karyawan yang malas? Saat bisnis sedang buruk, mereka ingin berfoya-foya. Pikirkan lagi!","Apa menehi karyawan males cuti? Nalika bisnis ala, padha pengin splurge. Coba pikiren!","Mengapa memberikan cuti kepada karyawan yang malas? Saat bisnis sedang buruk, mereka ingin berfoya-foya. Pikirkanlah!","Why give lazy employees leave? When business is bad, they want to splurge. Think about it!","Mengapa memberikan cuti kepada karyawan yang malas? Saat bisnis sedang buruk, mereka ingin berfoya-foya. Pikirkanlah!",Employees are lazy for what leave is for. The business is in a bad state and is going to go bankrupt. Think about it!,Karyawan malas untuk apa cuti. Bisnis ini dalam kondisi buruk dan akan bangkrut. Pikirkan tentang itu!,,1,1,1,1
456,"Untuk usaha yang dikeluarkan ke tempat ini hasilnya biasa-biasa saja. Yang mengecewakan adalah kualitas makanannya. Makanan hanya sekedar masak saja. Untuk kelas kuliner bandung yang enak-enak, ini mengecewakan. Ada karcis masuk per orang 10.000 dan mobil 15.000.",negative,"Pikeun usaha nempatkeun kana tempat ieu hasilna biasa-biasa wae. Naon nguciwakeun nyaéta kualitas dahareun. Dahareun kakara asak. Pikeun kelas kuliner Bandung anu nikmat, ieu nguciwakeun. Aya tikét lawang per jalma 10.000 jeung mobil 15.000.","Untuk usaha yang dikeluarkan di tempat ini, hasilnya pas-pasan. Yang mengecewakan adalah kualitas makanannya. Makanannya asal dimasak saja. Untuk kelas kuliner Bandung yang lezat, ini mengecewakan. Ada tiket masuk per orang 10.000 dan mobil 15.000.","Kanggo gaweyan sijine menyang panggonan iki asil biasa-biasa wae. Apa kuciwo iku kualitas pangan. Panganan mung dimasak. Kanggo kelas kuliner Bandung sing enak, iki nguciwani. Ana tiket mlebu saben wong 10.000 lan mobil 15.000.","Untuk usaha yang dikeluarkan di tempat ini, hasilnya pas-pasan. Yang mengecewakan adalah kualitas makanannya. Makanan hanya dimasak saja. Untuk kelas kuliner Bandung yang lezat, ini mengecewakan. Ada tiket masuk sebesar 10.000 per orang dan 15.000 per mobil.","For the effort put into this place the results are mediocre. What is disappointing is the quality of the food. The food is just cooked. For a delicious Bandung culinary class, this is disappointing. There is an entrance ticket per person 10,000 and a car 15,000.","Untuk usaha yang dikeluarkan di tempat ini, hasilnya pas-pasan. Yang mengecewakan adalah kualitas makanannya. Makanannya asal dimasak saja. Untuk kelas kuliner Bandung yang lezat, ini mengecewakan. Ada tiket masuk per orang 10.000 dan mobil 15.000.","For the effort expended on this place, the results are mediocre. What is disappointing is the quality of the food. Food is just cooking. For a delicious Bandung culinary class, this is disappointing. There are entrance tickets per 10,000 people and cars 15,000.","Untuk upaya yang dikeluarkan di tempat ini, hasilnya biasa-biasa saja. Yang mengecewakan adalah kualitas makanannya. Makanan hanya memasak. Untuk kelas kuliner Bandung yang lezat, ini mengecewakan. Ada tiket masuk per 10.000 orang dan mobil 15.000.",,2,2,2,2
457,Kecewa banget. Pesan dan bayar tiket pesawat dilakukan jam setengah 1 dini hari buat penerbangan jam6 pagi. E - tiket tidak dikirim. Tiba-tiba dihubungi via email kalau tiket yang sudah dibayar telah habis jam-jam pagi. Kalau tiketnya habis kenapa masih bisa dibooking.,negative,"Kuciwa pisan. Mesen sareng mayar tiket pesawat jam satengah 1 énjing kanggo penerbangan jam 6 énjing. E-tikét teu dikirim. Ujug-ujug ngahubungi via email yen tikét mayar geus béak dina jam isuk. Lamun tikét geus béak, naha masih bisa dipesen.","Sangat kecewa. Memesan dan membayar tiket pesawat pukul setengah 1 dini hari untuk penerbangan pukul 6 pagi. E-tiket tidak dikirim. Tiba-tiba dihubungi melalui email bahwa tiket yang sudah dibayar telah habis terjual di pagi hari. Jika tiket sudah habis terjual, apakah masih bisa dipesan?","kuciwa banget. Mesen lan mbayar tiket pesawat jam setengah 1 esuk kanggo pesawat jam 6. E-tiket ora dikirim. Dumadakan hubungi liwat email sing tiket mbayar wis entek ing wayah esuk. Yen karcis wis entek, kok isih bisa dipesen.","sangat kecewa. Sudah pesan dan bayar tiket pesawat jam setengah 1 pagi untuk penerbangan jam 6 pagi. E-tiket tidak dikirim. Tiba-tiba dihubungi lewat email bahwa tiket yang sudah dibayar sudah kedaluwarsa di pagi hari. Kalau tiketnya sudah habis, kenapa masih bisa pesan?","Very disappointed. Ordered and paid for the plane ticket at half past 1 in the morning for a flight at 6 am. E-ticket was not sent. Suddenly contacted via email that the paid ticket had run out in the morning hours. If the ticket was sold out, why could it still be booked.","Sangat kecewa. Pesan dan bayar tiket pesawat jam setengah 1 dini hari untuk penerbangan jam 6 pagi. E-tiket tidak dikirim. Tiba-tiba dihubungi via email bahwa tiket yang sudah dibayar sudah habis di pagi hari. Kalau tiketnya sudah habis, kenapa masih bisa dipesan?","Very disappointed. Booking and paying for flight tickets is done at half past 1 a.m. for flights at 6 am. E - tickets were not delivered. Suddenly contacted via email that the ticket that had been paid had run out in the morning hours. If the ticket runs out, why can it still be booked?","Sangat kecewa. Pemesanan dan pembayaran tiket pesawat dilakukan pada pukul setengah 1 pagi untuk penerbangan pukul 6 pagi. E - tiket tidak dikirimkan. Tiba-tiba dihubungi melalui email bahwa tiket yang telah dibayarkan sudah habis di pagi hari. Jika tiketnya habis, mengapa masih bisa dipesan?",,1,2,2,2
458,"Resto tempat makan kambing bakar yang saya rekomendasikan sewaktu anda berkunjung ke kota ini. Kambing bakarnya enak, gurih plus jauh dari yang namanya bau kambing serta empuk. Sop buntutnya pun tidak kalah sedapnya. Tempatnya pun asyik banget, cocok juga buat yang ingin menghabiskan waktu bareng keluarga atau teman.",positive,"Réstoran dimana kuring nyarankeun tuang embe bakar nalika anjeun nganjang ka kota ieu. Embe bakar ngeunah, gurih tambah jauh tina bau embe jeung lembut. Sup buntut henteu kirang nikmat. Tempatna ogé tiis pisan, ogé cocog pikeun anu hoyong nyéépkeun waktos sareng kulawarga atanapi babaturan.","Restoran yang saya rekomendasikan untuk menyantap kambing panggang saat Anda berkunjung ke kota ini. Kambing panggangnya lezat, gurih dan jauh dari bau kambing serta lembut. Sop buntutnya pun tak kalah lezat. Tempatnya juga sangat asik, cocok juga bagi Anda yang ingin menghabiskan waktu bersama keluarga atau teman.","Restoran sing aku nyaranake mangan wedhus panggang nalika sampeyan ngunjungi kutha iki. Wedhus bakar iku enak, gurih plus adoh saka ambune wedhus lan empuk. Sup buntut ora kalah enak. Panggonane uga adem banget, uga cocok kanggo wong sing pengin nginep karo keluarga utawa kanca-kanca.","Restoran yang saya rekomendasikan untuk menyantap daging kambing panggang saat Anda berkunjung ke kota ini. Daging kambing panggangnya lezat, gurih plus jauh dari bau daging kambing dan empuk. Sop buntutnya pun tak kalah lezat. Tempatnya juga sangat sejuk, juga cocok bagi Anda yang ingin nongkrong bersama keluarga atau teman.","A restaurant where I recommend eating grilled goat when you visit this city. The grilled goat is delicious, savory plus far from the smell of goat and tender. The oxtail soup is no less delicious. The place is also very cool, also suitable for those who want to spend time with family or friends.","Restoran yang saya rekomendasikan untuk menyantap kambing panggang saat Anda berkunjung ke kota ini. Kambing panggangnya lezat, gurih plus jauh dari bau kambing dan empuk. Sop buntutnya pun tak kalah lezat. Tempatnya juga sangat sejuk, juga cocok bagi Anda yang ingin menghabiskan waktu bersama keluarga atau teman.","A restaurant where I eat grilled lamb that I recommend when you visit this city. The grilled lamb is delicious, savory plus far from the name goat smell and tender. The oxtail soup is no less delicious. The place is also very fun, also suitable for those who want to spend time with family or friends.","Sebuah restoran tempat saya makan domba panggang yang saya rekomendasikan ketika Anda mengunjungi kota ini. Domba bakarnya enak, gurih ditambah jauh dari nama bau kambing dan empuk. Sup buntut tidak kalah enak. Tempatnya juga sangat menyenangkan, juga cocok bagi mereka yang ingin menghabiskan waktu bersama keluarga atau teman.",,2,2,2,1
460,Untuk menanyakan kredit mandiri finance bisa di sini juga.,neutral,"Pikeun naroskeun ngeunaan kiridit Mandiri Finance, anjeun ogé tiasa ngalakukeun di dieu.",Untuk pertanyaan seputar kredit Mandiri Finance juga bisa dilakukan di sini.,"Kanggo takon babagan kredit Mandiri Finance, sampeyan uga bisa nindakake ing kene.",Untuk pertanyaan seputar kredit Mandiri Finance juga bisa dilakukan di sini.,"To ask about Mandiri Finance credit, you can also do so here.",Untuk bertanya seputar kredit Mandiri Finance juga bisa dilakukan di sini.,"To ask about Mandiri Finance loans, you can also visit here.","Untuk menanyakan tentang pinjaman Mandiri Finance, Anda juga dapat mengunjungi di sini.",,2,2,2,1
461,"Tidak ada matinya menyusuri kafe di bandung. Termasuk tempat ini, bagus tempat banget deh, kopi lattenya juga pas dengan lidah saya. Harga? Setimpallah.",positive,"Teu aya tungtungna pikeun ngajajah kafé di Bandung. Kaasup tempat ieu, éta tempat anu saé pisan, kopi latte ogé cocog sareng basa kuring. Hargana? Wajar.","Tidak ada habisnya untuk menjelajahi kafe-kafe di Bandung. Termasuk tempat ini, tempatnya sangat bagus, kopi latte juga cocok dengan bahasa saya. Harganya? Wajar saja.","Ora ana pungkasane njelajah warung-warung ing Bandung. Klebu panggonan iki, panggonan sing apik tenan, kopi latte uga cocog karo ilatku. regane? Worth it.","Tidak ada habisnya untuk menjelajahi pertokoan di Bandung. Termasuk tempat ini, tempatnya luar biasa, kopi latte-nya juga cocok dengan lidah saya. Harga? Worth it.","There is no end to exploring cafes in Bandung. Including this place, it's a really nice place, the latte coffee also suits my tongue. Price? Worth it.","Tidak ada habisnya untuk menjelajahi kafe-kafe di Bandung. Termasuk tempat ini, tempatnya benar-benar bagus, kopi latte-nya juga cocok dengan lidah saya. Harganya? Worth it.","There is no death walking through cafes in Bandung. Including this place, it's a really good place, the coffee latte also fits my tongue. Price? Be prepared.","Tidak ada kematian berjalan melalui kafe di Bandung. Termasuk tempat ini, tempat yang sangat bagus, kopi latte juga pas dengan lidah saya. Harga? Bersiaplah.",,1,1,2,1
